,name,gas-name,gas-CriticalTemp,gas-CriticalPressure,gas-AcentricFactor,gas-MolecularWeight,gas-MeltPoint,gas-BoilingPoint,temperature,pressure
2312,ESUSIW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2313,ESUSOC01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2314,ESUSOC02_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2315,ESUSOC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2316,ESUTAP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2317,ESUTIX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2318,ESUVAR01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2319,ESUVAR02_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2320,ESUVAR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2321,ESUVOF_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2322,ETAXIH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2323,ETAXUT_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2324,ETECIR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2325,ETECOX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2326,ETEJIX01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2327,ETEJIX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2328,ETEJOD01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2329,ETEJOD_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2330,ETEJUJ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2331,ETEKAQ01_manual,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2332,ETEKAQ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2333,ETEKEU_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2334,ETEMEX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2335,ETEMIB_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2336,ETEPID_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2337,ETEQUQ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2338,ETESIG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2339,ETEXEI01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2340,ETEXEI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2341,ETICIV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2342,ETIPII_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2343,ETIXAI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2344,ETIXEM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2345,ETIXIQ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2346,ETIXOW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2347,ETIYEN_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2348,ETUWEW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2349,ETUWIA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2350,ETUWOG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2351,ETUXEW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2352,EVADEK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2353,EVADIO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2354,EVADIQ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2355,EVAKIV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2356,EVAKOB_charged,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2357,EVEGER_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2358,EVEGIV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2359,EVEGOB_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2360,EVEGUH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2361,EVIMUT_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2362,EVOHOM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2363,EVOMOR01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2364,EVOMOR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2365,EVOTIT_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2366,EVUBAY_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2367,EVUDAA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2368,EVUMUE_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2369,EVUNAL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2370,EVUNEP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2371,EVUNIT_clean_h,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2372,EVUNOY_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2373,EVUPOC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2374,EVUQOC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2375,EVUQUI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2376,EVURAP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2377,EWASIG01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2378,EWASIG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2379,EWECOY_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2380,EWESAC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2381,EWETIL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2382,EWETOR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2383,EWETUW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2384,EWEWUZ_charged,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2385,EWIDUK_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2386,EWILON_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2387,EWIMIH_charged,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2388,EWIPIL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2389,EWUCOP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2390,EWUFAF_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2391,EWUGEK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2392,EWUKAK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2393,EWUKEO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2394,EWUKIS_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2395,EWUSOF_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2396,EWUSUL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2397,EWUTEW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2398,EXALAR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2399,EXALIZ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2400,EXAPEA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2401,EXAXAE01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2402,EXAXAE_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2403,EXECAN_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2404,EXEMUR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2405,EXENAX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2406,EXEQAA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2407,EXEQII_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2408,EXEWIO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2409,EXEXAH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2410,EXIBUI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2411,EXIDEV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2412,EXIDOF_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2413,EXOFIH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2414,EXOGAB_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2415,EXOTOB_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2416,EXOTUH_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2417,EXOZEX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2418,EXOZIB_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2419,EXUHEM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2420,EXUHUC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2421,EXURUM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2422,EXUSAT_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2423,EYACOX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2424,EYINOR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2425,EYIYES_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2426,EYOCIG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2427,EYOCOM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2428,EYOCUS_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2429,EYULOA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2430,EYUWAW_clean_h,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2431,EZABAJ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2432,EZABEN_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2433,EZEQEH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2434,EZEQIL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2435,EZEQOR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2436,EZEQUX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2437,EZESAF_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2438,EZIMEG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2439,EZIMIK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2440,EZIPEK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2441,EZITUE_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2442,EZIVAM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2443,EZOBUR01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2444,EZOBUR02_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2445,EZOBUR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2446,EZOFEF_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2447,EZOFOP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2448,EZOFUV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2449,EZUCIM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2450,EZUCOS_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2451,EZULAO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2452,FABCUI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2453,FABFOF_ion_b,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2454,FABGOG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2455,FABGUM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2456,FAFCEW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2457,FAFDEX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2458,FAFGAU_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2459,FAFJIH_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2460,FAFMAC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2461,FAFQEJ01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2462,FAGMAE_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2463,FAGMEI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2464,FAGMOS_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2465,FAGQAI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2466,FAGREM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2467,FAGVUH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2468,FAGXIX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2469,FAGXOD_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2470,FAGYEU_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2471,FAHBIC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2472,FAHGAY_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2473,FAHJUW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2474,FAHPOV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2475,FAHQEN_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2476,FAHQIQ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2477,FAHQIR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2478,FAHTUE_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2479,FAHVAM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2480,FAJYAS_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2481,FAJZOI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2482,FAKGOP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2483,FAKHIK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2484,FAKLIO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2485,FAKLOU_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2486,FAKLUA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2487,FAKMAH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2488,FAKNIR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2489,FALBAX_manual,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2490,FALDAA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2491,FALJAF_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2492,FALLOT_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2493,FALPOY_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2494,FALQEQ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2495,FALQIU_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2496,FALQOA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2497,FALRIV01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2498,FALRIV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2499,FALROB_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2500,FALSAO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2501,FALVOF_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2502,FALVUL01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2503,FALVUL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2504,FALZAU_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2505,FALZEY_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2506,FALZIC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2507,FALZOI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2508,FAMHAE01_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2509,FAMHAE_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2510,FAMPUH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2511,FAMQAO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2512,FAMQES_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2513,FANCIJ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2514,FANCOP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2515,FANDEG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2516,FANQER_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2517,FAPXEC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2518,FAPXIG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2519,FAPXOM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2520,FAQGEL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2521,FAQGIO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2522,FAQGIP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2523,FAQLUH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2524,FAQVEA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2525,FAQYUR_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2526,FARBIL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2527,FARFIO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2528,FARFOU_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2529,FARFUA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2530,FARHIR_ion_b,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2531,FARHOX_ion_b,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2532,FARYAA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2533,FARYEE_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2534,FASFOX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2535,FASFUD_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2536,FASGAK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2537,FASGEO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2538,FASGIS_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2539,FASHAK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2540,FASHOX_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2541,FASHUD_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2542,FASJAL_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2543,FASQUN_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2544,FASVIH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2545,FASYUU_charged,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2546,FATKAO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2547,FATKES_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2548,FATKIV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2549,FATKIW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2550,FATKOC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2551,FATKUI_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2552,FATLUJ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2553,FATQID_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2554,FATVOM_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2555,FAVDAK_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2556,FAVDEO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2557,FAVDIS_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2558,FAVFOA_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2559,FAVFUG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2560,FAVGAN_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2561,FAVGER_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2562,FAVGIV_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2563,FAVGOB_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2564,FAVGUH_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2565,FAVHAO_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2566,FAVHES_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2567,FAVHIW_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2568,FAVKAP_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2569,FAVKET_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2570,FAVZEJ_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2571,FAWCEN01_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2572,FAWCEN02_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2573,FAWCEN03_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2574,FAWCEN_SL,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2575,FAYLEY_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2576,FAYLIC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2577,FAYPAY_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2578,FAYPEC_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
2579,FAYPIG_clean,2,1.475242,1.475921,1.620478155,0.086439,1.976795,1.69928074,320,20000
